,daynumber,date,1-month,3-month,6-month,1-year,2-year,3-year,5-year,7-year,10-year,20-year,30-year
12551,17571,2010-02-10,0.06,0.11,0.19,0.38,0.91,1.44,2.39,3.14,3.72,4.51,4.65
12552,17572,2010-02-11,0.05,0.11,0.18,0.38,0.91,1.43,2.39,3.15,3.73,4.54,4.69
12553,17573,2010-02-12,0.04,0.1,0.18,0.35,0.84,1.38,2.35,3.11,3.69,4.52,4.66
12555,17577,2010-02-16,0.04,0.1,0.18,0.34,0.82,1.36,2.32,3.08,3.66,4.49,4.63
12556,17578,2010-02-17,0.07,0.1,0.18,0.35,0.87,1.42,2.4,3.16,3.74,4.56,4.7
12557,17579,2010-02-18,0.07,0.1,0.18,0.37,0.9,1.47,2.46,3.23,3.79,4.61,4.74
12558,17580,2010-02-19,0.06,0.11,0.2,0.39,0.95,1.51,2.48,3.24,3.78,4.58,4.71
12559,17583,2010-02-22,0.06,0.11,0.19,0.37,0.91,1.48,2.47,3.25,3.8,4.6,4.73
12560,17584,2010-02-23,0.08,0.12,0.2,0.36,0.87,1.42,2.37,3.13,3.69,4.49,4.63
12561,17585,2010-02-24,0.08,0.12,0.19,0.34,0.87,1.42,2.4,3.14,3.7,4.49,4.63
12562,17586,2010-02-25,0.09,0.13,0.19,0.32,0.82,1.38,2.33,3.09,3.64,4.44,4.58
12563,17587,2010-02-26,0.09,0.13,0.19,0.32,0.81,1.36,2.3,3.05,3.61,4.4,4.55
12564,17590,2010-03-01,0.09,0.13,0.19,0.32,0.8,1.34,2.28,3.04,3.61,4.41,4.56
12565,17591,2010-03-02,0.09,0.14,0.19,0.32,0.8,1.33,2.27,3.04,3.62,4.42,4.57
12566,17592,2010-03-03,0.09,0.14,0.19,0.33,0.82,1.34,2.27,3.04,3.63,4.43,4.58
12567,17593,2010-03-04,0.09,0.14,0.19,0.35,0.86,1.38,2.28,3.03,3.61,4.4,4.56
12568,17594,2010-03-05,0.11,0.15,0.2,0.38,0.91,1.43,2.35,3.1,3.69,4.49,4.64
12569,17597,2010-03-08,0.11,0.16,0.21,0.39,0.9,1.43,2.36,3.13,3.72,4.52,4.68
12570,17598,2010-03-09,0.12,0.16,0.21,0.37,0.89,1.43,2.34,3.11,3.71,4.53,4.68
12571,17599,2010-03-10,0.12,0.15,0.21,0.39,0.92,1.45,2.39,3.14,3.73,4.53,4.69
12572,17600,2010-03-11,0.12,0.16,0.22,0.4,0.97,1.5,2.43,3.16,3.73,4.51,4.66
12573,17601,2010-03-12,0.1,0.15,0.24,0.41,0.97,1.5,2.42,3.15,3.71,4.47,4.62
12574,17604,2010-03-15,0.12,0.17,0.24,0.4,0.96,1.49,2.42,3.15,3.71,4.48,4.63
12575,17605,2010-03-16,0.14,0.16,0.24,0.41,0.93,1.47,2.37,3.1,3.66,4.43,4.59
12576,17606,2010-03-17,0.13,0.15,0.23,0.41,0.95,1.47,2.38,3.1,3.65,4.41,4.56
12577,17607,2010-03-18,0.14,0.16,0.26,0.41,0.98,1.52,2.44,3.14,3.68,4.43,4.59
12578,17608,2010-03-19,0.13,0.16,0.25,0.42,1.02,1.56,2.48,3.16,3.7,4.41,4.58
12579,17611,2010-03-22,0.13,0.15,0.24,0.41,1.01,1.54,2.43,3.12,3.67,4.41,4.57
12580,17612,2010-03-23,0.11,0.14,0.23,0.4,1.02,1.55,2.44,3.13,3.69,4.43,4.6
12581,17613,2010-03-24,0.12,0.14,0.23,0.44,1.08,1.67,2.62,3.28,3.84,4.56,4.72
12582,17614,2010-03-25,0.12,0.14,0.25,0.44,1.1,1.69,2.65,3.37,3.91,4.63,4.77
12583,17615,2010-03-26,0.11,0.14,0.25,0.43,1.04,1.64,2.59,3.31,3.86,4.6,4.75
12584,17618,2010-03-29,0.11,0.15,0.24,0.42,1.04,1.65,2.6,3.32,3.88,4.61,4.76
12585,17619,2010-03-30,0.13,0.16,0.24,0.44,1.06,1.65,2.6,3.32,3.88,4.59,4.75
12586,17620,2010-03-31,0.15,0.16,0.24,0.41,1.02,1.6,2.55,3.28,3.84,4.55,4.72
12587,17621,2010-04-01,0.16,0.16,0.24,0.42,1.05,1.63,2.59,3.32,3.89,4.58,4.74
12588,17622,2010-04-02,0.15,0.16,0.26,0.46,1.11,1.7,2.67,3.4,3.96,4.65,4.81
12589,17625,2010-04-05,0.16,0.18,0.27,0.48,1.18,1.77,2.75,3.46,4.01,4.69,4.85
12590,17626,2010-04-06,0.17,0.17,0.26,0.49,1.14,1.74,2.71,3.42,3.98,4.68,4.84
12591,17627,2010-04-07,0.16,0.17,0.25,0.47,1.06,1.66,2.62,3.33,3.89,4.58,4.74
12592,17628,2010-04-08,0.16,0.17,0.24,0.46,1.09,1.68,2.64,3.36,3.91,4.6,4.75
12593,17629,2010-04-09,0.16,0.16,0.25,0.46,1.08,1.68,2.65,3.34,3.9,4.58,4.74
12594,17632,2010-04-12,0.15,0.16,0.24,0.46,1.07,1.65,2.6,3.29,3.87,4.54,4.7
12595,17633,2010-04-13,0.15,0.16,0.24,0.45,1.07,1.65,2.58,3.27,3.84,4.52,4.68
12596,17634,2010-04-14,0.15,0.16,0.24,0.45,1.07,1.65,2.61,3.31,3.88,4.57,4.72
12597,17635,2010-04-15,0.16,0.16,0.23,0.43,1.04,1.62,2.57,3.28,3.86,4.56,4.72
12598,17636,2010-04-16,0.15,0.16,0.24,0.41,0.98,1.56,2.49,3.2,3.79,4.5,4.67
12599,17639,2010-04-19,0.15,0.16,0.23,0.43,1.01,1.59,2.54,3.25,3.83,4.54,4.7
12600,17640,2010-04-20,0.14,0.16,0.24,0.42,1.05,1.62,2.56,3.25,3.82,4.51,4.67
12601,17641,2010-04-21,0.14,0.15,0.23,0.44,1.03,1.6,2.52,3.2,3.77,4.45,4.61
12602,17642,2010-04-22,0.15,0.16,0.24,0.45,1.07,1.64,2.57,3.26,3.8,4.48,4.65
12603,17643,2010-04-23,0.14,0.16,0.26,0.46,1.1,1.68,2.61,3.3,3.84,4.51,4.67
12604,17646,2010-04-26,0.14,0.16,0.25,0.47,1.09,1.67,2.6,3.28,3.83,4.5,4.67
12605,17647,2010-04-27,0.14,0.16,0.24,0.42,1.03,1.55,2.46,3.14,3.71,4.4,4.56
12606,17648,2010-04-28,0.14,0.16,0.24,0.43,1.03,1.61,2.53,3.23,3.8,4.47,4.63
12607,17649,2010-04-29,0.15,0.17,0.23,0.42,1.01,1.58,2.49,3.19,3.76,4.42,4.6
12608,17650,2010-04-30,0.14,0.16,0.25,0.41,0.97,1.51,2.43,3.12,3.69,4.36,4.53
12609,17653,2010-05-03,0.14,0.17,0.25,0.43,1.0,1.56,2.47,3.16,3.72,4.37,4.53
12610,17654,2010-05-04,0.15,0.16,0.24,0.43,0.96,1.49,2.38,3.07,3.63,4.27,4.43
12611,17655,2010-05-05,0.14,0.15,0.22,0.39,0.88,1.43,2.31,3.0,3.58,4.23,4.39
12612,17656,2010-05-06,0.06,0.11,0.16,0.34,0.75,1.27,2.13,2.83,3.41,4.03,4.19
12613,17657,2010-05-07,0.08,0.13,0.21,0.38,0.83,1.32,2.17,2.87,3.45,4.11,4.28
12614,17660,2010-05-10,0.13,0.16,0.22,0.39,0.87,1.4,2.27,2.98,3.57,4.23,4.41
12615,17661,2010-05-11,0.15,0.16,0.23,0.38,0.85,1.37,2.26,2.97,3.56,4.24,4.42
12616,17662,2010-05-12,0.16,0.16,0.22,0.4,0.89,1.4,2.29,3.01,3.56,4.29,4.47
12617,17663,2010-05-13,0.15,0.16,0.22,0.4,0.87,1.37,2.27,2.98,3.55,4.26,4.47
12618,17664,2010-05-14,0.15,0.16,0.22,0.34,0.79,1.28,2.16,2.87,3.44,4.13,4.32
12619,17667,2010-05-17,0.16,0.16,0.23,0.36,0.81,1.3,2.2,2.9,3.47,4.17,4.35
12620,17668,2010-05-18,0.17,0.17,0.23,0.35,0.76,1.23,2.11,2.82,3.38,4.08,4.26
12621,17669,2010-05-19,0.17,0.17,0.23,0.35,0.8,1.26,2.13,2.82,3.36,4.07,4.24
12622,17670,2010-05-20,0.17,0.17,0.22,0.34,0.76,1.2,2.04,2.71,3.25,3.96,4.13
12623,17671,2010-05-21,0.17,0.17,0.24,0.35,0.76,1.19,2.02,2.67,3.2,3.91,4.07
12624,17674,2010-05-24,0.16,0.17,0.23,0.35,0.77,1.21,2.04,2.69,3.23,3.96,4.12
12625,17675,2010-05-25,0.16,0.17,0.22,0.36,0.81,1.21,2.01,2.63,3.18,3.91,4.07
12626,17676,2010-05-26,0.16,0.17,0.23,0.37,0.82,1.28,2.06,2.68,3.21,3.94,4.11
12627,17677,2010-05-27,0.16,0.17,0.23,0.37,0.87,1.35,2.18,2.81,3.34,4.08,4.24
12628,17678,2010-05-28,0.15,0.16,0.22,0.34,0.76,1.26,2.1,2.75,3.31,4.05,4.22
12630,17682,2010-06-01,0.14,0.16,0.23,0.35,0.78,1.26,2.09,2.74,3.29,4.03,4.19
12631,17683,2010-06-02,0.13,0.16,0.22,0.38,0.82,1.3,2.14,2.81,3.35,4.08,4.24
12632,17684,2010-06-03,0.13,0.14,0.22,0.38,0.82,1.31,2.17,2.84,3.39,4.12,4.29
12633,17685,2010-06-04,0.12,0.14,0.22,0.34,0.72,1.17,1.98,2.65,3.2,3.95,4.13
12634,17688,2010-06-07,0.1,0.12,0.21,0.35,0.74,1.17,1.95,2.62,3.17,3.93,4.11
12635,17689,2010-06-08,0.1,0.12,0.19,0.34,0.74,1.21,1.98,2.63,3.18,3.92,4.1
12636,17690,2010-06-09,0.08,0.1,0.17,0.33,0.74,1.19,1.99,2.64,3.2,3.94,4.12
12637,17691,2010-06-10,0.06,0.1,0.18,0.34,0.79,1.27,2.12,2.78,3.33,4.06,4.25
12638,17692,2010-06-11,0.04,0.08,0.16,0.3,0.75,1.21,2.03,2.68,3.24,3.97,4.15
12639,17695,2010-06-14,0.02,0.07,0.15,0.31,0.77,1.23,2.07,2.73,3.28,4.02,4.2
12640,17696,2010-06-15,0.03,0.09,0.16,0.31,0.79,1.26,2.1,2.77,3.32,4.06,4.23
12641,17697,2010-06-16,0.06,0.1,0.17,0.3,0.75,1.22,2.06,2.73,3.27,4.0,4.18
12642,17698,2010-06-17,0.05,0.09,0.16,0.28,0.72,1.18,2.01,2.67,3.21,3.95,4.13
12643,17699,2010-06-18,0.04,0.11,0.17,0.3,0.74,1.2,2.04,2.7,3.24,3.97,4.15
12644,17702,2010-06-21,0.05,0.12,0.17,0.29,0.74,1.21,2.05,2.72,3.26,3.99,4.17
12645,17703,2010-06-22,0.08,0.13,0.18,0.29,0.71,1.15,1.98,2.64,3.18,3.92,4.1
12646,17704,2010-06-23,0.07,0.13,0.19,0.3,0.66,1.11,1.93,2.58,3.13,3.87,4.05
12647,17705,2010-06-24,0.07,0.13,0.19,0.29,0.67,1.1,1.93,2.59,3.14,3.91,4.09
12648,17706,2010-06-25,0.05,0.13,0.2,0.29,0.65,1.07,1.9,2.57,3.12,3.89,4.07
12649,17709,2010-06-28,0.07,0.17,0.22,0.3,0.62,1.03,1.83,2.49,3.05,3.82,4.01
12650,17710,2010-06-29,0.09,0.15,0.22,0.31,0.61,0.99,1.78,2.43,2.97,3.76,3.94
12651,17711,2010-06-30,0.17,0.18,0.22,0.32,0.61,1.0,1.79,2.42,2.97,3.74,3.91
12652,17712,2010-07-01,0.16,0.17,0.22,0.32,0.63,1.01,1.8,2.43,2.96,3.71,3.88
12653,17713,2010-07-02,0.16,0.17,0.22,0.31,0.63,1.04,1.82,2.46,3.0,3.77,3.94
12655,17717,2010-07-06,0.17,0.17,0.21,0.32,0.62,1.0,1.76,2.4,2.95,3.71,3.89
12656,17718,2010-07-07,0.17,0.16,0.2,0.31,0.63,1.01,1.79,2.45,3.0,3.78,3.96
12657,17719,2010-07-08,0.17,0.15,0.19,0.3,0.63,1.01,1.8,2.48,3.04,3.81,4.0
12658,17720,2010-07-09,0.16,0.16,0.2,0.3,0.63,1.03,1.85,2.52,3.07,3.85,4.04
12659,17723,2010-07-12,0.16,0.16,0.2,0.3,0.65,1.06,1.85,2.51,3.08,3.86,4.05
12660,17724,2010-07-13,0.16,0.15,0.2,0.3,0.67,1.09,1.9,2.57,3.15,3.92,4.1
12661,17725,2010-07-14,0.16,0.15,0.19,0.27,0.62,1.02,1.82,2.49,3.07,3.84,4.03
12662,17726,2010-07-15,0.16,0.15,0.2,0.27,0.61,0.98,1.76,2.43,3.0,3.77,3.97
12663,17727,2010-07-16,0.14,0.15,0.19,0.28,0.61,0.94,1.7,2.37,2.96,3.74,3.95
12664,17730,2010-07-19,0.15,0.17,0.2,0.28,0.61,0.95,1.73,2.4,2.99,3.78,3.99
12665,17731,2010-07-20,0.16,0.16,0.19,0.27,0.61,0.94,1.71,2.39,2.98,3.78,3.99
12666,17732,2010-07-21,0.16,0.16,0.19,0.27,0.58,0.91,1.66,2.32,2.9,3.68,3.89
12667,17733,2010-07-22,0.15,0.16,0.2,0.27,0.6,0.92,1.69,2.38,2.96,3.75,3.95
12668,17734,2010-07-23,0.15,0.16,0.2,0.27,0.6,0.94,1.75,2.43,3.02,3.81,4.01
12669,17737,2010-07-26,0.15,0.16,0.2,0.29,0.62,0.97,1.76,2.45,3.03,3.82,4.03
12670,17738,2010-07-27,0.16,0.15,0.21,0.3,0.65,1.02,1.82,2.51,3.08,3.88,4.08
12671,17739,2010-07-28,0.15,0.15,0.2,0.3,0.61,0.95,1.75,2.43,3.03,3.86,4.07
12672,17740,2010-07-29,0.15,0.15,0.2,0.3,0.59,0.92,1.7,2.4,3.03,3.86,4.08
12673,17741,2010-07-30,0.14,0.15,0.2,0.29,0.55,0.84,1.6,2.3,2.94,3.74,3.98
12674,17744,2010-08-02,0.14,0.16,0.2,0.28,0.56,0.85,1.64,2.35,2.99,3.82,4.06
12675,17745,2010-08-03,0.15,0.16,0.2,0.27,0.53,0.8,1.55,2.27,2.94,3.78,4.04
12676,17746,2010-08-04,0.15,0.16,0.2,0.28,0.56,0.86,1.62,2.33,2.98,3.81,4.07
12677,17747,2010-08-05,0.15,0.15,0.19,0.27,0.53,0.81,1.57,2.28,2.94,3.78,4.05
12678,17748,2010-08-06,0.14,0.15,0.19,0.25,0.5,0.78,1.51,2.21,2.86,3.71,4.0
12679,17751,2010-08-09,0.14,0.15,0.19,0.26,0.54,0.81,1.54,2.21,2.86,3.73,4.01
12680,17752,2010-08-10,0.15,0.15,0.19,0.25,0.52,0.78,1.46,2.14,2.79,3.7,4.0
12681,17753,2010-08-11,0.15,0.15,0.19,0.25,0.54,0.78,1.44,2.08,2.72,3.62,3.93
12682,17754,2010-08-12,0.15,0.16,0.18,0.25,0.55,0.81,1.48,2.11,2.74,3.63,3.94
