,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
Data Based,8.39738984177,1.47264356821,0.732015076477,0.556923198183,0.522763221473,0.641684733771,0.821766530149,0.597192722285,0.508621629641,0.494976320923,0.588273698808,0.502546574926,0.543011793107,0.541058101194,0.549671892924,0.455832986942,0.491788144484,0.492665392258,0.535710956077,0.438853937894,0.469654514276,0.220628754785,0.444888130772,0.417539429035,0.312911329253,0.488866883855,0.443352478755,0.414926802595,0.398774631947,0.376752215497,0.380102395173,0.372555068062,0.301260446623,0.295902498897,0.358901435785,0.33603919508,0.335195390581,0.344787622685,0.339731050928,0.32667206331,0.299558348317,0.270373267975,0.34265540035,0.0583160249839,0.257825323125,0.284960299265,0.279105431331,0.243007741464,0.256611733494,0.247404109959,0.0480262489895,0.227481886536,0.215533474288,0.209943331246,0.203915096748,0.195095011724,0.190097560963,0.209937369999,0.182216912241,0.167823112194,0.16229961134,0.0,0.174031753408,0.153139873519,0.151435045708,0.144805036956,0.138761268597,0.129069909515,0.122389847486,0.114781667875,0.11316302903,0.0983325222649,0.0860023399327,0.0921475393572,0.0882367421888,0.0735569620611,0.0712446026678,0.0636083955031,0.0578475535292,0.0,0.0466609600694,0.0296989284961,0.0,0.00990834715152
Vasicek Based,8.39738984177,1.33795947154,0.781069381764,0.677784813656,0.499952639163,0.731442209771,0.703623224165,0.451700631712,0.560735303953,0.255684435372,0.466870892062,0.454763463242,0.464164418076,0.486918823944,0.430278313703,0.1899634778,0.451492106655,0.350640691124,0.256922674693,0.481538690169,0.368817430009,0.313565713786,0.470221075989,0.342648904082,0.440399401766,0.409372346793,0.436134637411,0.394044199779,0.310994156232,0.403918196579,0.390335329314,0.356077113374,0.30653861277,0.415065970195,0.352091657734,0.358121757313,0.285780366152,0.295731129996,0.175479653073,0.345313111821,0.313794607587,0.261354369383,0.306017623748,0.251193608288,0.274854188851,0.283705461616,0.252384792525,0.227170016643,0.218555007584,0.269191324709,0.226410701896,0.218401981962,0.247568239708,0.227447481413,0.206049088227,0.195295059401,0.189489369382,0.186574882113,0.183682921534,0.167106290755,0.160421426372,0.170335358019,0.16558303843,0.152865689732,0.1511393606,0.14548766262,0.140358049067,0.129047645404,0.122885423123,0.114980264695,0.113037642273,0.0983865409851,0.0860247704661,0.0922550731996,0.0878386552892,0.0735079939346,0.0714769299713,0.0636978316686,0.0578392814522,0.044468296848,0.0384126179975,0.0297350368368,0.0227677467905,0.00748992587835
Data Based (krd),7.34065598852,4.83909370811,0.546718171715,0.0394568602452,0.128290101829,0.262834239962,1.27130759171,0.784148414621,0.700166089075,0.014898559827,0.749481380758,0.372013943398,0.331660940799,0.189572275992,0.0722604188566,0.79125875517,0.316887953698,0.103912251658,0.582942223358,0.95391495244,0.427085378204,1.08794345471,0.918019746188,0.038041746536,0.943368830485,1.87598514222,0.614357511556,0.315519089158,0.16262785998,0.142145928303,0.045749564501,0.0479140350291,0.642510619125,0.00664319963544,0.641406767381,0.0558068101836,0.081184104304,0.0174534921728,0.0145536222434,0.021715433473,0.275041546925,0.356953334494,0.97186894236,2.20142549949,1.2523846978,0.643637518109,0.0561923172113,0.253692833842,0.225537494618,0.223971828134,1.56989706803,1.25420299689,0.033854409399,0.0287586038157,0.0126695480331,0.013483952732,0.0203129858949,0.641692431378,0.646880878513,0.019654128821,0.0233485652762,0.0,0.0211680903884,0.00747450903462,0.00590923809231,0.00463770270197,0.000208242780336,0.00137449695344,0.000611143692603,0.00497078924026,0.00865693103114,0.00396734829494,0.0831283961086,0.0291093130567,0.0179903040561,0.0147697924054,0.00401125547115,0.0134007992249,0.0155219107794,0.0,0.161189998268,0.240845783914,0.0,0.873389107626
Vasicek Based (krd),7.34065598852,0.350605836256,0.0659784334984,0.0621275016227,0.135056627875,0.063895994005,0.714066881672,0.437577219872,1.07455184721,1.81889597008,1.0019536139,0.444906093488,0.371807369708,0.293926751509,0.480843522598,1.01472253103,1.55840757075,0.694077643226,0.663354031497,1.81441673116,0.953225693848,0.876949620663,0.187428337101,0.938516083128,0.898977731844,1.27752876953,0.933561854379,0.0861676070533,0.559483981917,0.782843053552,0.0344577627195,0.00419283080333,0.0421812488976,0.0639069724146,0.0114635034728,0.00245486594219,0.665832427088,0.0285909709759,0.766636171052,1.32398890356,0.0404727341558,0.022636662704,0.331815205462,0.607668636212,0.998391195005,0.0181429365328,0.577832783631,0.201844327845,0.212763724583,0.560481501416,0.939743308468,0.965746392988,0.0115541184274,0.010504001859,0.0214709427661,0.0724839192194,0.0165985433731,0.628686812371,0.668552838183,0.0136299539907,0.0184719856283,0.0308361840834,0.0190343992198,0.00154418584214,0.0248691092698,0.0308441245072,0.00450383497977,0.0224638335424,0.0070411137025,0.00186421153482,0.0137831882153,0.0123878102126,0.0217877559746,0.0123326604372,0.0600068122845,0.0533943065999,0.0223841962844,0.0155351026714,0.00934272046547,0.0280258599147,0.00139855791372,0.0176141745483,0.00899722857772,0.0189218713011
