,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
Data Based,8.77150482608,0.163090738322,0.182714365335,0.171652652572,0.170126672999,0.153443561956,0.234016425347,0.192902459444,0.167884005871,0.154817675636,0.194567636286,0.14827291632,0.184636870905,0.168777108827,0.191980062315,0.163525126133,0.168514409384,0.158788688817,0.211969747279,0.158087449614,0.161113055624,0.0555331695589,0.151053051797,0.141569012208,0.137575282104,0.160468240049,0.171452209498,0.153770835512,0.1573230585,0.143199909152,0.150667395205,0.139291721815,0.132297734182,0.123718141574,0.128662893514,0.120311453408,0.128299595322,0.134323826108,0.135731195855,0.135094602245,0.129664536443,0.120493086,0.111957090618,0.00865092959305,0.121976605859,0.112368341006,0.107842021745,0.10363917309,0.104155783866,0.112812513791,0.00649369040077,0.116007041626,0.108997714155,0.100235874273,0.100930910579,0.0952440943274,0.096718635998,0.0897042695347,0.0852848593339,0.0810130484941,0.0821654126539,0.0,0.093983326173,0.0867151672025,0.0852647856702,0.0758562182865,0.076135685665,0.0696798607253,0.0698379217981,0.0599450236738,0.0568492860642,0.0515984512317,0.0512415905451,0.0557050144726,0.0572676976709,0.0530939946753,0.0511313069932,0.0407862504363,0.0399613977413,0.0,0.0380203242877,0.0214857061438,0.0,0.01384169805
Vasicek Based,8.77150482608,0.49026560834,0.222121923979,0.353660862845,0.271646822852,0.171639398956,0.193832077506,0.181488883721,0.146916954656,0.147934034266,0.16491645816,0.122814258516,0.156600240597,0.136097767883,0.145294158131,0.174646466038,0.144889965795,0.150553904994,0.17072849105,0.173460498016,0.129098198671,0.187499254148,0.150499384111,0.153599135967,0.147321246711,0.136645830013,0.130623949054,0.141187754223,0.135063046229,0.132087895338,0.143876948899,0.125988490636,0.152396429433,0.153503553683,0.128798269077,0.11087872135,0.0189792051134,0.131941454061,0.123576611232,0.112896853718,0.119794621577,0.111741575165,0.122603257256,0.110445791003,0.011413924526,0.107264739287,0.100502248789,0.100399705407,0.098037056734,0.105826038851,0.108694683513,0.119647749747,0.110501505099,0.0984541974748,0.103955503958,0.0957647511239,0.0940173924432,0.0859505498719,0.0806467034209,0.0780373152064,0.0781282398521,0.084651737302,0.0901598863701,0.0889289894819,0.0813860742678,0.0791532314851,0.0805136834485,0.0706489242297,0.0686946873975,0.0588333664825,0.0575384862962,0.052118891697,0.0498187187177,0.0549907794173,0.057925180678,0.0548017560682,0.050856883338,0.0408140099892,0.0398916676789,0.032587314337,0.0315912836247,0.0216831718464,0.0158759783304,0.00932795631661
Data Based (krd),7.776574505,6.88571277229,0.0593343831416,0.0182394808357,0.0208990895192,0.0444127879366,0.55169354486,0.388810144201,0.102163040564,0.00665206378396,0.314598344939,0.327976761655,0.217115550493,0.0239194787815,0.106655179312,0.102138005273,0.016543299815,0.0126676500924,0.414202684457,0.39782617241,0.00550893051705,0.482622922291,0.462814810595,0.0162395549792,0.0493591112829,0.0828848416093,0.339340647893,0.237828805152,0.015576665965,0.0100542685061,0.020238139326,0.21674281357,0.0459640215005,0.00355797416853,0.0471492887124,0.0460268483899,0.0557864145226,0.00617514023788,0.00553531126618,0.00851584056236,0.0374279915516,0.0035755936215,0.142343331898,0.359224009836,0.501811655888,0.0468224091727,0.0471763780153,0.00643285245699,0.00485030677377,0.00552018150351,0.496176335964,0.501904737166,0.0151284308115,0.0127706394723,0.00638095844088,0.00532024393028,0.00860293369466,0.0498726676225,0.0530869514736,0.00804785348349,0.0104097659934,0.0,0.00834503678262,0.00334756673493,0.00272301061741,0.0017438072747,0.000158623106795,0.00119049422061,0.000296598006347,0.00219107336441,0.00378428273689,0.000547485413856,0.0141534667143,0.0131621905804,0.00796269947706,0.00700557943647,0.0020506859939,0.0064642094099,0.00763842445703,0.0,0.004535825482,0.0805407241178,0.0,0.00419569080151
Vasicek Based (krd),7.776574505,1.23455650654,1.55441390387,0.00834863936486,0.0336671461379,0.0551089229057,0.700784199787,0.6654943563,0.0339557675285,0.0508895454496,0.0528594048378,0.0210208312403,0.11880116372,0.126320617153,0.145870321068,0.126848391719,0.0522873213039,0.0362626447627,0.368691834119,0.504956161984,0.521822987399,0.601538025794,0.00893346791393,0.0166470465994,0.0507447879219,0.169979306148,0.502494889693,0.538446371913,0.0152730239208,0.0317799356216,0.0899129658948,0.0846186143649,0.130758090225,0.0968936988083,0.377680278793,0.362889924383,0.7258246893,0.582063416334,0.13800484177,0.352949256018,0.350978207113,0.0435665043102,0.185266967584,0.050941957582,0.522187240692,0.696601456587,0.0578511555295,0.0280021968106,0.0206669141117,0.0264396530686,0.267155731732,0.275312026438,0.00420444906603,0.013774575262,0.0601849901186,0.0425266437587,0.00911738901979,0.0430712785756,0.0324779377779,0.00956380065712,0.00719264004622,0.0432437304975,0.0461067971717,0.00530681368736,0.0324609847267,0.0160511506589,0.0146277007574,0.011885394252,0.0197418526062,0.0218483359256,0.00183556701431,0.0288012018152,0.00494492045106,0.0104140246548,0.0368629010038,0.059447058314,0.0475226590494,0.0202951697519,0.0268454017843,0.00991102630725,0.00758052053985,0.0205988369916,0.00746778826283,0.0163202683788
