,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
Data Based,8.39738984177,0.172162917281,0.044153400481,0.0405847838561,0.0405884556106,0.0396810503033,0.0401720583309,0.0391815014054,0.040053579927,0.0374647977242,0.0391296439731,0.0354140547555,0.0374810805659,0.0394064144654,0.0396953577704,0.0383849299163,0.0399938220222,0.0381765443457,0.0388963646156,0.0374030530448,0.0381710449564,0.0127326748597,0.0368192453615,0.0334972681331,0.034614327333,0.103807106928,0.0381815643326,0.0357064176731,0.0370406192447,0.0341626911422,0.0359998313064,0.0341977268361,0.0349069874555,0.0323096749014,0.0331308123182,0.0310109473244,0.0319510760322,0.0332642201703,0.0342542196335,0.0322760883806,0.0335442281387,0.0307751048707,0.0317725057203,0.0708573282683,0.0311801160452,0.0275507990919,0.0285881891988,0.0257765814831,0.0266067854704,0.0281557296508,0.0424326040738,0.0277595579488,0.0273937928199,0.0246659216798,0.0256276741354,0.0229053195604,0.0240180872495,0.0211723802383,0.0220135419623,0.0190742005563,0.0201063181663,0.0,0.0232338207177,0.0195096755205,0.0205199358194,0.0175887912411,0.0185559930917,0.0155677276612,0.0164597234492,0.0133719348102,0.0141993580621,0.010970999103,0.0117155147687,0.0123125432758,0.0136950114863,0.010652304282,0.011588749214,0.00853707068629,0.00937915088507,0.0,0.00842844642475,0.00403242221105,0.0,0.0025170953973
Vasicek Based,8.39738984177,0.214800376399,0.0323080336402,0.0318722714503,0.0315544544045,0.0322152373012,0.0869620641928,0.0339507290042,0.0320584347013,0.0318581744049,0.0308785809633,0.0276587936137,0.125862676978,0.0254253285879,0.037488270319,0.0311872664076,0.0308272400071,0.0321513680848,0.0334887466258,0.0296638163648,0.032493502946,0.0350258663782,0.0629322376736,0.0332724637514,0.0325929728037,0.0328639559542,0.0334840572649,0.0306728214556,0.0316264540217,0.03107780236,0.0320930600706,0.029936706563,0.0308262496864,0.0365878773824,0.0313560360819,0.0282546744457,0.0291649894918,0.032853140556,0.0317117337395,0.0292605924988,0.0299416911877,0.0271370005562,0.0301264756522,0.027576482334,0.0265548013751,0.0265655376466,0.0259313866228,0.0245033942028,0.0247442255358,0.0247973652231,0.0795433086474,0.0282619494713,0.0273887923172,0.0241367586667,0.0261239601598,0.022858820047,0.0231774603703,0.0194140034648,0.0200966002936,0.0182338069325,0.0189327475113,0.0200351669388,0.0222215423695,0.019887788683,0.0193074380974,0.0182799604482,0.0195593422426,0.0157178034832,0.0161167202736,0.0130755065991,0.0142235156036,0.0111007544171,0.0112896459123,0.0120628834549,0.0138830504344,0.0111402156709,0.0114408773901,0.00857227991472,0.00934480978405,0.00632640351362,0.0068849240296,0.00408492845134,0.0041503227589,0.00185312092874
Data Based (krd),7.34065598852,7.2281562331,0.00172820037891,0.00280453317197,0.00319134338905,0.000419649154448,0.000604995274462,0.00180886086664,0.000974345552246,0.00103355814464,0.00158292722874,0.00363573622857,0.00141173698376,0.00047867909843,0.0016426221953,0.000894421528025,0.00245167310771,0.00186737379341,0.000536889049308,0.00198634453845,0.00077537951471,0.025788893589,0.0276506863382,0.00244841165588,0.000272576186815,0.441434272258,0.441941323684,0.00146495416451,0.00230437601654,0.0015537596718,0.00300894597951,0.00349881110198,0.000963553535127,0.000738919857163,0.000634418469682,0.000874864786864,0.00093762673719,0.00112141744355,0.00102774205889,0.00160195450309,0.00269164446502,0.000718970856172,9.6077628934e-05,0.485789019469,0.485855959565,0.000801963991122,0.000737098271722,0.00129811978512,0.000968977735599,0.0011010491559,0.484393558781,0.483638329503,0.00299554432987,0.00252217958342,0.00130626210556,0.00101346173012,0.00167521974731,9.23211452328e-05,0.000779908330577,0.00155246355645,0.00205792074365,0.0,0.00158725763002,0.000662670005029,0.000543651111207,0.000325912747263,4.50326257739e-05,0.000269291902852,6.03678369257e-05,0.000432022642176,0.000744124244375,2.07663177884e-05,0.00275656878017,0.00256570404848,0.00154245857865,0.0013857911809,0.000372994856472,0.00128554113815,0.00152768978316,0.0,0.000885506730462,0.00115952246381,0.0,0.000853699322259
Vasicek Based (krd),7.34065598852,0.712549421461,0.0703188937705,0.0664022054552,0.0725568327142,0.105841067864,0.121736849736,0.120128446751,0.055875761821,0.080011309735,0.0198368209126,0.0564640764076,0.0259808091146,0.067307431391,0.120817754448,0.0157025709396,0.0564335396714,0.0157114661222,0.0900264116196,0.0107449468389,0.0392185426221,0.0708011785205,0.127727885101,0.0214130327552,0.0648642505906,0.579681662369,0.526112838124,0.00407617204546,0.0253527661264,0.0470768136058,0.0501998398795,0.0154501136169,0.0915118349944,0.0354043225423,0.0260991725118,0.0161548326705,0.00698273579736,0.00299418570361,0.0228603979909,0.0128369390458,0.0111584717996,0.019266675801,0.0277206626614,0.589145528899,0.596627119834,0.00645979334244,0.00843445676201,0.0300367937019,0.0205250267903,0.00577492281833,0.0248016974568,0.0219473173241,0.00154661592986,0.012827374064,0.0503075807543,0.0569372019601,0.00343360927674,0.0378883172219,0.04618355472,0.00296395701639,0.00974823805477,0.0430792368491,0.0415735086948,0.0159350834144,0.0418075676799,0.012919352215,0.006086724216,0.00164070515962,0.0143418538543,0.0100599775611,0.00711008114233,0.00164853077674,0.0307969470221,0.00804094009597,0.0451848119537,0.055333732193,0.0415375222931,0.0330142956803,0.0121144769464,0.0420323440081,0.0400981816541,0.0104626544752,0.0129733921717,0.0316077175201
