,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
Data Based,8.63852215694,0.444494708724,0.0756648869927,0.0731774168751,0.190019288345,0.0687711697143,0.0970900649466,0.0954989735053,0.0684093009839,0.0649345738239,0.0916136813554,0.0859013453857,0.0886975196201,0.0970991082704,0.0958265948639,0.0705820967713,0.0955101731975,0.092087215147,0.0934551460029,0.0661602484006,0.0920776828465,0.0240581527694,0.0840212342648,0.0591724109382,0.060143739941,0.0260652082051,0.0915382063579,0.091197479217,0.0657219077221,0.0617800366996,0.0640107334885,0.062216892792,0.062261244498,0.0589826285065,0.0559709705544,0.0567236667121,0.0804139872297,0.0616019477483,0.0620961588627,0.0634228232951,0.0613798469377,0.0577647277144,0.0221104024643,0.0157524976851,0.0595359525067,0.052460133771,0.0496420712108,0.0493479401532,0.0495392515762,0.0544428075739,0.0180870467271,0.0578200567475,0.0521257283207,0.0487138041415,0.0489440212472,0.0459009903994,0.0464671858687,0.0552742982593,0.0394773618527,0.03923731482,0.0397299768667,0.0,0.0460543986918,0.044540812805,0.0415752060405,0.0378348977587,0.0378172655852,0.0345352526526,0.0343738268514,0.030525330808,0.0265620514496,0.0258708472313,0.025583857182,0.0284401344323,0.0289154694436,0.0290860113172,0.0259472451678,0.0215545637393,0.0209362603156,0.0,0.0197862860596,0.0124260651406,0.0,0.00731723107177
Vasicek Based,8.63852215694,0.417425844017,0.0742117165436,0.191290632492,0.0930382824168,0.028287423152,0.0633997154983,0.0654628157621,0.0654993332222,0.0612401097224,0.0294186895879,0.0828584562814,0.0625562550149,0.0287989371128,0.0656456020985,0.0691849925095,0.0965513457029,0.0917824219557,0.0912939401396,0.0640848635924,0.0670738320975,0.0613069881683,0.0833294502018,0.0794963503639,0.0581279289917,0.0895686855179,0.0331541803613,0.0916510998981,0.063973540088,0.0836778830252,0.085724143445,0.0614367604798,0.0621318752411,0.0575885504171,0.0218581151488,0.0579463615349,0.0421412755738,0.0624006877764,0.0827100399529,0.0189441452456,0.0633030373905,0.0574675952821,0.0187561435571,0.0571741258154,0.0713581916034,0.0662255793611,0.049510768012,0.0488409522965,0.0494328274141,0.0542700569058,0.0399734331025,0.0568989918577,0.0518395697745,0.0486996403297,0.0486804376965,0.0460132805348,0.0462892294618,0.0427500579307,0.0393531816711,0.0391485870542,0.039571526373,0.0433412872049,0.0437597614119,0.0445444681035,0.0414855139573,0.0376982419269,0.0377086268329,0.0345270962135,0.0343402280248,0.0304823546939,0.0265070967823,0.025802267469,0.0255847984023,0.0283839049781,0.0289101806697,0.029039497821,0.0259317023173,0.0215453023424,0.0209322764059,0.0173353809037,0.0165438782198,0.0124234759561,0.00729165297787,0.00436655996292
Data Based (krd),7.88693948663,7.64445832318,0.0035870134236,0.00583347295968,0.117188538629,0.122985165751,0.121919154618,0.00537489081321,0.122954002312,0.00214559501944,0.129877081146,0.0106238323415,0.00428164597569,0.00148874596155,0.00495582881204,0.1217820762,0.0721122059732,0.00465093671441,0.0619214805067,0.124565373646,0.132250783193,0.249786998547,0.241870265678,0.133548812472,0.000552639916353,0.131448022229,0.235622448917,0.00447774639694,0.122266890951,0.0032308251613,0.00628896657804,0.00727410059386,0.00195864108496,0.00151219723693,0.00131585490552,0.00180489585495,0.0727732292054,0.0731145217303,0.00213975219648,0.00332815406047,0.00554546468346,0.00148660701457,0.149413641641,5.68488536536e-05,0.149449623747,0.0016709033052,0.00153272071762,0.00268074382155,0.00200877042685,0.00228376292776,0.14731453105,0.149695009857,0.0062271045342,0.00524974878156,0.00268424890698,0.00213320731175,0.00350108210654,0.130265695218,0.131632511733,0.00325399862509,0.0042803240343,8.00543059845,8.01120483747,0.00137772901977,0.00112723213704,0.000691220946955,8.40515358996e-05,0.000536268203796,0.000124407234632,0.000899614324196,0.00155162329143,8.90501372032e-05,0.00576352886314,0.00536324852385,0.00323128721901,0.0028822966888,0.000774219465714,0.00266679396401,0.00316411392326,8.00153397842,8.00501645021,0.0024324638555,8.04715114158,8.04375165369
Vasicek Based (krd),7.88693948663,0.347941100406,0.11394560745,0.0607938806415,0.0802912522122,0.284188980417,0.0475713168567,0.012563946825,0.0775973837403,0.0752520678685,0.199025752799,0.195915568975,0.0448719072365,0.256151595751,0.220163069386,0.130718876246,0.061949017068,0.0178228567017,0.0670945769265,0.066904025765,0.113122122551,0.034219731971,0.189670636229,0.0146395863318,0.0781767222211,0.0692631801253,0.153517428552,0.163598997414,0.0083613350735,0.0509595498016,0.0214386961896,0.0385088952137,0.125151771574,0.0567365021413,0.242876598641,0.246819673914,0.0768984647226,0.0548000210262,0.0578836297743,0.294330102086,0.261249899627,0.0120549373825,0.055473868284,0.145684927857,0.110460010638,0.0155690566971,0.00446895283889,0.00469877314312,0.0176502985057,0.0441758743565,0.0042833226557,0.0241842721019,0.00779492937314,0.0183816647385,0.0647068004482,0.0323461545964,0.0356036793531,0.132368503317,0.160296018287,0.00319479430442,0.0242678794587,0.0264382720133,0.0418050964018,0.0215490395528,0.0286688134419,0.0118762726609,0.0286880744357,0.0248451401557,0.00705893598304,0.0129831509919,0.00150519372343,0.010262047314,0.00726283361953,0.014924096837,0.0716295732246,0.0624792685342,0.035639733535,0.0247204069889,0.00512003260074,0.0328473623363,0.0427193544347,0.0211169889757,0.0210142699041,0.0257715895579
